#chr	start	end	gene	GM12878	HeLaS3	HMEC	HUVEC	IMR90	K562	NHEK
chr17	56282803	56296966	ENSG00000011143	11.3	15.01	8.25	5.63	8.5	20.22	6.7
chr3	43731605	43775863	ENSG00000011198	6.51	12.71	24.77	11.09	11.0	24.85	14.83
chrX	8496915	8700227	ENSG00000011201	0.13	0.0	6.1	0.69	0.11	0.0	2.23
chr19	15490859	15529952	ENSG00000011243	23.06	150.92	17.69	98.26	27.77	3.52	27.31
chr17	49254786	49337524	ENSG00000011258	1.71	10.49	1.58	4.87	2.09	2.02	3.96
chr17	49337889	49375297	ENSG00000011260	69.57	28.44	14.81	20.5	11.44	25.93	23.97
chr7	5659678	5821370	ENSG00000011275	19.18	54.89	10.37	31.84	14.84	6.95	8.69
chr17	15902694	15948329	ENSG00000011295	7.91	31.79	4.87	24.21	5.49	8.95	8.13
chr19	797075	812327	ENSG00000011304	232.27	297.31	156.78	285.71	186.88	10.66	75.65
chr19	38701646	38720354	ENSG00000011332	3.11	4.18	1.18	3.14	3.5	0.16	0.84
chr11	61282785	61348620	ENSG00000011347	0.0	2.59	5.0	0.11	0.12	0.0	1.48
chr3	45429998	45590913	ENSG00000011376	21.3	11.54	11.77	9.96	10.77	4.36	11.49
chr11	17099277	17229530	ENSG00000011405	5.08	33.0	14.51	112.15	9.45	4.0	25.22
chr19	44150247	44174699	ENSG00000011422	6.12	130.01	52.99	94.44	169.64	7.29	36.14
chr7	36429415	36493400	ENSG00000011426	15.9	206.55	75.01	151.93	39.49	29.05	37.76
chr19	15532319	15560762	ENSG00000011451	1.07	8.98	10.12	7.44	17.44	0.11	2.91
chr9	125703112	125867145	ENSG00000011454	4.06	68.8	14.75	62.48	14.03	1.1	23.31
chr12	91539025	91576900	ENSG00000011465	0.22	0.16	8.6	0.0	572.68	0.09	1.4
chr19	46195741	46207247	ENSG00000011478	7.86	2.53	8.72	1.12	7.45	0.94	6.71
chr19	46850251	46896238	ENSG00000011485	55.75	37.62	82.67	48.66	81.29	3.55	54.93
chr2	65283500	65314138	ENSG00000011523	8.9	2.55	4.66	5.1	6.06	1.04	2.79
chr2	39476407	39664453	ENSG00000011566	0.05	17.45	6.64	30.44	8.59	3.65	10.95
chr19	36195429	36207940	ENSG00000011590	22.31	0.73	0.0	0.11	0.0	0.0	0.0
chr19	36395303	36399197	ENSG00000011600	0.12	0.0	0.0	0.0	0.1	0.6	0.0
chr16	21169698	21191937	ENSG00000011638	2.93	26.02	37.33	14.15	13.62	12.92	25.84
chrX	151334706	151619830	ENSG00000011677	0.08	0.78	0.01	0.0	0.0	1.11	0.05
chr17	41196312	41277500	ENSG00000012048	35.27	90.82	23.64	25.52	4.92	33.65	9.21
chr19	45910591	45982086	ENSG00000012061	43.87	42.15	160.96	47.23	85.25	11.43	98.78
chr19	35810164	35838258	ENSG00000012124	45.52	0.23	0.42	0.0	0.1	0.36	0.15
chr3	50304990	50314977	ENSG00000012171	0.11	115.5	6.06	0.28	19.58	0.01	0.25
chrX	21857754	21903542	ENSG00000012174	6.2	17.71	7.96	8.47	8.06	3.95	8.84
chrX	49031151	49042845	ENSG00000012211	4.84	11.02	7.89	2.99	3.07	1.23	3.71
chr3	46477136	46526724	ENSG00000012223	0.0	0.0	0.01	0.12	0.01	0.05	0.0
chr8	28457986	28613116	ENSG00000012232	4.85	16.25	41.91	113.29	27.0	0.16	25.67
chr12	100867486	100958191	ENSG00000012504	0.0	0.0	0.01	0.0	0.0	0.02	0.0
chr6	53132196	53213947	ENSG00000012660	152.54	11.27	43.86	22.64	20.98	132.8	38.0
chr10	45869661	45941561	ENSG00000012779	23.11	7.78	0.0	0.0	0.0	0.09	0.03
chr12	54104903	54121529	ENSG00000012822	7.84	38.03	35.04	28.78	104.22	1.73	37.7
chr14	93673401	93695561	ENSG00000012963	36.28	74.83	15.57	36.75	15.56	16.2	9.65
chr14	50885219	51027844	ENSG00000012983	21.32	21.81	9.41	48.53	21.41	5.57	14.58
chr2	31456880	31492313	ENSG00000013016	5.24	0.0	9.42	1.32	20.19	0.0	3.05
chr19	40476912	40487348	ENSG00000013275	120.27	19.84	71.14	62.65	95.6	331.07	41.51
chr4	6576902	6625089	ENSG00000013288	4.34	3.31	10.3	7.42	21.99	0.23	4.18
chr3	170177372	170303863	ENSG00000013293	0.0	0.0	0.0	0.59	1.75	0.0	0.0
chr3	170136653	170578169	ENSG00000013297	0.05	0.0	0.26	22.46	206.32	0.08	0.16
chr17	42396993	42402238	ENSG00000013306	161.21	32.35	125.88	20.29	64.36	3.49	60.58
chr16	29831715	29859355	ENSG00000013364	43.57	36.79	78.6	45.93	149.6	0.0	83.75
chr7	151038785	151075535	ENSG00000013374	37.89	141.51	15.05	192.08	19.53	56.24	20.09
chr6	83870869	83903655	ENSG00000013375	22.14	33.07	16.59	56.78	43.8	91.15	18.3
chr6	83903098	83908651	ENSG00000013392	3.63	1.66	0.8	0.87	3.97	3.46	1.12
chr2	201717732	201729422	ENSG00000013441	34.58	123.22	18.54	74.65	22.79	45.77	39.42
chr12	106751436	106903976	ENSG00000013503	6.7	3.17	6.42	7.16	4.44	14.08	7.82
chr14	77253588	77292589	ENSG00000013523	7.95	3.42	10.79	2.54	7.22	3.0	8.08
chr5	141337893	141369856	ENSG00000013561	19.34	15.76	17.93	96.12	17.92	95.32	33.97
chrX	153629579	153640449	ENSG00000013563	6.28	13.37	18.06	18.38	35.87	0.64	9.66
chr12	31226779	31257725	ENSG00000013573	30.54	303.3	15.25	31.23	10.64	4.07	6.21
chr12	13127798	13153207	ENSG00000013583	0.07	53.59	17.76	21.27	31.15	1.11	13.04
chr12	13043716	13070871	ENSG00000013588	2.08	95.28	65.7	14.44	138.06	0.0	15.69
chrX	149529689	149682448	ENSG00000013619	0.02	2.53	1.55	0.54	8.25	0.0	0.55
chr11	60739115	60787849	ENSG00000013725	5.04	0.0	0.01	0.0	0.0	0.0	0.01
chr4	1723227	1746898	ENSG00000013810	66.95	32.43	31.61	36.87	32.29	1.59	9.11
chr6	96969471	97003152	ENSG00000014123	16.39	23.46	3.47	21.29	5.31	20.84	7.37
chr11	65029233	65073060	ENSG00000014138	75.62	40.35	34.56	17.92	13.96	4.81	14.36
chr8	144519825	144623623	ENSG00000014164	12.49	0.83	4.09	0.98	4.0	0.06	1.17
chr11	64948037	64979477	ENSG00000014216	67.13	73.19	207.05	125.87	117.36	3.98	141.85
chr3	132036211	132087142	ENSG00000014257	0.0	2.12	0.34	0.0	0.23	0.13	0.73
chr2	63815743	63834331	ENSG00000014641	496.93	43.63	191.61	47.77	131.83	748.19	186.98
chr4	41992489	42092474	ENSG00000014824	45.19	54.9	26.6	74.56	20.71	15.15	29.99
chr1	149900543	149908791	ENSG00000014914	0.57	6.58	6.35	2.37	10.05	0.38	6.66
chr10	101471601	101491857	ENSG00000014919	26.42	13.87	14.04	7.4	12.41	40.72	15.4
chr14	91737667	91884188	ENSG00000015133	11.16	5.62	0.95	11.06	0.12	0.54	1.33
chr12	42550906	42632151	ENSG00000015153	17.59	13.52	5.94	9.75	5.14	17.09	8.67
chr10	180405	300577	ENSG00000015171	7.94	42.86	14.99	81.05	27.02	3.98	20.47
chrX	48534985	48549818	ENSG00000015285	13.96	1.22	0.02	0.27	0.09	0.19	0.04
chr16	89679716	89704839	ENSG00000015413	0.0	0.07	0.0	0.0	0.0	0.0	0.05
chr22	18216906	18257536	ENSG00000015475	132.53	42.89	35.76	72.58	90.45	6.59	21.15
chr5	138609441	138667360	ENSG00000015479	269.04	739.75	56.63	680.76	63.24	305.12	98.22
chr7	44552134	44580914	ENSG00000015520	0.0	0.0	0.0	0.0	0.04	0.0	0.01
chr17	48423453	48440499	ENSG00000015532	7.75	9.99	18.9	6.19	17.85	0.81	8.63
chr2	110550335	110615272	ENSG00000015568	2.26	14.66	2.81	14.55	1.68	0.07	5.03
chr8	27092840	27115937	ENSG00000015592	0.4	0.0	0.0	0.0	0.02	0.0	0.0
chr7	44418720	44530479	ENSG00000015676	52.49	31.92	35.58	56.02	32.65	41.58	33.41
chr5	50678921	50690564	ENSG00000016082	0.11	0.04	0.0	0.43	0.0	0.0	2.25
chr3	53846362	53880417	ENSG00000016391	1.34	2.02	0.2	0.01	0.13	0.09	0.0
chr6	137321108	137366298	ENSG00000016402	0.0	1.26	0.02	0.0	0.02	0.0	1.1
chr1	86934051	86965972	ENSG00000016490	0.0	0.0	0.0	0.0	0.0	0.0	0.02
chr1	87012761	87046437	ENSG00000016602	0.0	0.0	0.24	0.0	0.0	0.0	0.87
chr3	52728505	52740048	ENSG00000016864	45.71	48.28	52.72	57.22	96.17	15.78	39.77
chr3	130569439	130735556	ENSG00000017260	37.68	158.96	51.69	186.36	31.81	10.62	79.86
chr12	102789645	102874423	ENSG00000017427	2.19	0.02	0.0	0.26	0.15	5.38	0.0
chrX	48316920	48328644	ENSG00000017483	56.22	36.1	1.51	5.51	13.18	22.24	111.97
chr18	9475007	9538114	ENSG00000017797	20.36	67.55	30.33	83.75	18.41	8.38	26.03
chr4	71569921	71673032	ENSG00000018189	2.76	18.67	5.06	48.64	12.64	4.1	10.61
chr12	41086244	41466220	ENSG00000018236	0.0	0.0	13.3	0.0	0.07	0.0	11.45
chr2	219246752	219261617	ENSG00000018280	0.17	0.32	0.36	0.0	0.04	0.23	0.26
chr3	149235022	149454501	ENSG00000018408	5.18	32.71	54.22	103.23	41.88	0.56	43.88
chr2	178257372	178408564	ENSG00000018510	17.0	16.79	5.13	51.43	2.76	12.81	8.96
chr2	133066882	133076309	ENSG00000018607	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	118672112	118699397	ENSG00000018610	8.22	22.02	4.51	18.2	6.33	11.92	8.38
chr1	160085549	160113381	ENSG00000018625	0.0	0.0	0.11	0.0	0.1	0.0	0.01
chr2	32853099	33046118	ENSG00000018699	19.28	39.29	10.51	47.28	8.24	76.23	16.37
chr19	56887413	56904914	ENSG00000018869	1.41	0.0	1.44	0.59	1.32	0.39	2.68
chr11	124617368	124622134	ENSG00000019102	0.07	0.4	0.0	1.5	0.0	0.01	0.0
chr11	118477155	118528741	ENSG00000019144	0.05	3.62	38.9	65.17	60.33	1.89	19.68
chr2	119699742	119752236	ENSG00000019169	0.11	0.06	0.05	0.0	0.0	0.0	0.07
chr20	52769988	52790512	ENSG00000019186	0.0	0.1	3.4	0.0	0.0	0.0	10.23
chr11	45115564	45247734	ENSG00000019485	0.06	2.33	1.31	3.66	1.78	0.0	1.22
chr11	45261852	45307870	ENSG00000019505	0.0	0.0	0.01	0.0	0.0	0.0	0.0
chr8	49830249	49834299	ENSG00000019549	0.0	0.5	105.47	0.33	45.31	0.0	85.44
chr5	149781200	149792492	ENSG00000019582	4160.15	3.63	5.33	0.58	0.68	0.15	0.4
chr7	81328322	81399754	ENSG00000019991	0.3	1.31	0.0	0.0	11.05	0.0	0.0
chr10	126630692	126676758	ENSG00000019995	0.93	10.32	4.02	8.81	7.2	0.06	5.25
chr1	36023074	36032875	ENSG00000020129	14.88	4.67	13.9	5.96	25.06	1.5	5.91
chr8	37641709	37702414	ENSG00000020181	0.0	0.23	0.01	1.02	31.22	0.0	0.0
chr7	152142562	152144235	ENSG00000020219	0.06	0.0	0.0	0.0	0.0	0.0	0.0
chr20	50668202	50820847	ENSG00000020256	7.44	9.85	12.27	8.49	11.02	1.08	15.91
chr14	61201460	61436671	ENSG00000020426	18.76	99.66	32.0	91.76	34.31	60.14	44.78
chr14	55033815	55260033	ENSG00000020577	0.24	4.4	3.94	45.38	14.19	0.63	9.16
chr1	25226002	25291612	ENSG00000020633	20.18	0.0	0.43	0.0	0.04	0.05	0.0
chr11	94152895	94227074	ENSG00000020922	26.49	49.64	5.2	16.72	7.19	27.85	7.96
chr11	73357223	73373864	ENSG00000021300	0.32	0.06	1.06	0.32	0.55	0.03	0.0
chr6	2832566	2842240	ENSG00000021355	0.66	180.0	69.44	18.23	5.99	64.9	44.49
chr7	99425636	99463718	ENSG00000021461	0.0	0.0	0.0	0.0	0.0	0.03	0.0
chr19	33321415	33360672	ENSG00000021488	0.11	0.23	0.03	0.0	0.01	0.0	0.11
chr2	32288680	32382706	ENSG00000021574	4.55	3.21	2.59	7.28	2.2	4.72	3.82
chr14	78708734	80330762	ENSG00000021645	0.86	0.0	0.18	1.14	16.03	0.0	0.5
chr11	3108346	3187969	ENSG00000021762	0.05	67.09	11.71	19.53	14.56	0.06	1.72
chr15	35147732	35262040	ENSG00000021776	20.53	9.53	16.52	16.01	13.55	36.74	15.03
chr2	211342406	211543831	ENSG00000021826	0.24	222.13	8.62	1.32	3.28	1.71	15.12
chr1	57394883	57431813	ENSG00000021852	0.0	0.0	0.01	0.0	0.0	0.0	0.02
chrX	135229559	135293518	ENSG00000022267	0.02	19.74	24.5	22.59	46.68	0.11	113.64
chr20	55043647	55093943	ENSG00000022277	82.74	156.69	48.71	152.57	82.35	144.59	37.63
chr5	161274197	161326975	ENSG00000022355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19	55464498	55512510	ENSG00000022556	0.5	0.0	0.0	3.11	0.0	10.12	31.82
chr8	142217265	142318404	ENSG00000022567	0.17	1.66	1.71	1.01	2.49	0.86	1.35
chr12	120971283	121015397	ENSG00000022840	73.29	73.09	79.98	122.38	61.1	53.47	34.1
chr14	102783714	102809044	ENSG00000022976	2.98	13.58	5.9	3.78	6.86	1.63	5.98
chr10	114190058	114206672	ENSG00000023041	40.88	37.1	15.22	26.5	13.77	22.58	19.11
chr11	123396344	123498482	ENSG00000023171	4.05	47.35	0.03	1.08	3.26	0.01	0.01
chr11	494512	507300	ENSG00000023191	105.93	53.88	87.56	81.16	160.67	7.81	52.01
chr2	206979541	207024327	ENSG00000023228	69.89	61.19	55.09	93.58	46.85	108.65	48.17
chr8	53535016	53658403	ENSG00000023287	9.79	73.74	3.28	46.35	5.08	8.96	5.77
chr9	102741461	102861322	ENSG00000023318	35.25	9.5	5.91	21.07	8.73	8.13	9.88
chr3	52232102	52248343	ENSG00000023330	62.82	21.78	35.12	25.69	30.13	46.74	41.24
chr11	102188215	102210134	ENSG00000023445	35.56	13.14	0.71	1.45	1.41	0.17	1.16
chr13	42846289	42897396	ENSG00000023516	3.76	4.94	9.2	8.51	5.11	2.06	9.76
chr1	193065598	193075244	ENSG00000023572	49.59	2.66	9.45	4.62	10.67	9.64	16.29
chr14	62229075	62263146	ENSG00000023608	6.11	14.39	4.25	28.88	5.99	5.31	9.92
chr12	16064106	16190220	ENSG00000023697	53.81	78.4	22.02	77.67	18.13	10.99	19.23
chr12	16035325	16056412	ENSG00000023734	179.37	118.64	94.66	197.63	64.71	92.16	117.39
chr10	101542489	101611949	ENSG00000023839	0.17	24.66	0.36	0.22	0.07	0.06	1.3
chr6	35265595	35289548	ENSG00000023892	39.13	0.0	14.93	0.28	2.83	1.13	10.57
chr1	150121373	150136916	ENSG00000023902	17.93	0.18	1.17	18.31	36.52	0.41	1.6
chr1	94350761	94374966	ENSG00000023909	0.97	3.2	73.55	9.83	9.11	7.52	22.93
chr6	42531800	42661242	ENSG00000024048	4.59	8.34	6.46	9.24	5.1	7.17	12.36
chr19	48216600	48246391	ENSG00000024422	0.13	17.56	31.46	54.54	116.7	1.31	13.33
chr1	68939835	68962904	ENSG00000024526	23.08	29.53	8.89	19.14	4.78	11.35	6.42
chr6	139094657	139114456	ENSG00000024862	13.36	5.47	3.65	2.9	4.17	13.38	4.09
chr6	90074355	90121989	ENSG00000025039	2.55	0.0	0.15	0.05	0.0	0.0	0.11
chr6	122720691	122754264	ENSG00000025156	11.56	8.54	7.49	8.2	11.41	29.69	12.73
chr20	34359896	34538303	ENSG00000025293	18.54	13.91	6.86	10.32	9.91	17.91	9.48
chr12	57145945	57181574	ENSG00000025423	0.93	0.08	0.72	0.0	0.9	1.05	0.25
chr11	47269851	47290396	ENSG00000025434	4.22	13.18	4.87	1.33	8.83	7.3	5.07
chr22	50964181	50968485	ENSG00000025708	18.54	1.12	1.5	0.68	0.47	0.01	14.34
chr22	50946645	50961901	ENSG00000025770	52.76	31.56	23.81	8.08	19.45	7.28	6.44
chr20	43570771	43589127	ENSG00000025772	45.8	19.5	42.79	30.87	65.21	24.83	18.5
chr6	108188960	108279393	ENSG00000025796	57.81	155.56	16.57	176.86	14.52	22.98	53.01
chr1	32573639	32642169	ENSG00000025800	19.57	13.98	23.51	16.91	17.42	21.29	24.16
chr10	17270258	17279592	ENSG00000026025	129.69	1536.73	1206.6	3114.28	2898.66	103.93	278.32
chr20	62290653	62330037	ENSG00000026036	1.07	1.08	20.59	1.01	4.14	0.01	0.77
chr10	90750414	90775542	ENSG00000026103	47.94	13.02	33.01	7.74	21.96	0.16	24.85
chr6	167342992	167370679	ENSG00000026297	30.49	19.51	9.99	9.18	15.98	10.43	12.07
chr11	35160417	35253949	ENSG00000026508	57.53	1288.83	1510.06	811.24	707.01	1.49	990.63
chr20	49620193	49639666	ENSG00000026559	0.0	0.0	13.99	0.18	33.39	0.09	1.48
chr6	161551011	161695093	ENSG00000026652	0.3	4.35	8.0	19.43	3.62	3.17	7.85
chr1	160709037	160724611	ENSG00000026751	72.14	0.0	2.16	0.0	0.0	0.25	17.75
chr6	26402465	26415444	ENSG00000026950	4.98	6.8	3.16	3.37	9.32	2.04	3.9
chr13	24304328	24463558	ENSG00000027001	35.11	3.78	19.28	10.85	9.62	3.03	19.3
chr14	61654277	62017694	ENSG00000027075	18.11	2.57	8.22	58.73	1.05	1.16	6.38
chr1	156809855	156828810	ENSG00000027644	0.0	0.02	0.0	0.0	0.0	0.0	0.0
chr6	137518621	137540586	ENSG00000027697	59.76	30.12	21.51	29.42	12.28	31.85	61.23
chr5	177027101	177037348	ENSG00000027847	17.05	5.68	20.01	7.49	51.38	0.74	8.87
chr1	156776035	156786654	ENSG00000027869	3.46	0.64	1.29	0.36	0.03	0.73	1.43
chr2	58134786	58387055	ENSG00000028116	42.78	19.27	11.98	62.96	8.0	24.86	15.62
chr1	12227060	12269285	ENSG00000028137	27.56	0.0	0.06	9.82	5.9	6.99	0.02
chr12	95611522	95696566	ENSG00000028203	30.08	56.48	47.92	149.18	35.76	22.96	97.09
chr19	42590263	42700737	ENSG00000028277	29.13	0.52	0.93	0.63	3.32	0.04	3.9
chr5	850406	892939	ENSG00000028310	18.76	116.95	11.54	47.2	15.21	3.1	6.0
chr15	64386322	64438289	ENSG00000028528	75.92	58.96	54.53	50.11	47.26	12.48	50.72
chr6	134273308	134311570	ENSG00000028839	38.7	5.99	16.02	29.55	19.66	104.03	23.98
chr12	27485787	27576241	ENSG00000029153	8.04	10.52	9.06	28.44	7.39	0.04	18.77
chr6	136578001	136610989	ENSG00000029363	74.9	61.04	27.03	118.63	22.16	101.86	45.57
chr14	69864732	69929105	ENSG00000029364	26.31	9.4	47.01	7.78	26.78	19.12	33.11
chr8	41510739	41754280	ENSG00000029534	0.63	2.71	0.15	0.5	0.16	13.85	0.02
chr4	88720733	88733074	ENSG00000029559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	155578643	155635627	ENSG00000029639	30.13	14.92	22.98	22.83	11.67	94.43	21.7
chr17	5185558	5289129	ENSG00000029725	38.23	54.51	10.16	93.5	9.84	9.26	15.05
chrX	150148982	150159248	ENSG00000029993	78.84	94.05	23.95	243.87	14.09	121.88	40.95
chr11	47799639	47870107	ENSG00000030066	49.83	81.01	12.63	17.81	8.02	57.8	14.98
chr6	33540329	33548019	ENSG00000030110	41.21	1.42	44.23	3.06	12.06	5.45	33.15
chr9	113431051	113563859	ENSG00000030304	0.06	0.0	0.0	0.01	0.05	0.0	0.0
chr2	213864429	214017151	ENSG00000030419	16.78	0.29	4.48	0.06	1.18	0.16	4.04
chr17	42422614	42430470	ENSG00000030582	204.16	58.75	260.54	56.41	304.46	4.08	106.69
chr5	137273649	137387650	ENSG00000031003	8.16	7.38	4.77	8.8	9.39	2.6	7.28
chr3	119013220	119139561	ENSG00000031081	5.32	0.07	2.31	8.83	5.02	0.0	1.69
chr6	49431091	49460820	ENSG00000031691	12.67	29.59	4.22	6.38	2.38	34.46	4.2
chr1	109756540	109780791	ENSG00000031698	99.9	133.48	202.68	212.76	148.91	528.74	114.49
chr19	5916150	5978153	ENSG00000031823	36.26	21.39	44.59	24.91	71.66	1.12	20.54
chr14	58765103	58840605	ENSG00000032219	11.91	34.66	1.77	29.4	2.13	2.65	4.8
chr2	3192696	3381653	ENSG00000032389	28.08	7.61	34.26	10.15	29.97	15.51	24.95
chr19	7598890	7626650	ENSG00000032444	42.24	35.43	34.18	98.19	34.06	0.65	12.6
chr13	21140585	21265503	ENSG00000032742	3.37	2.17	2.92	4.05	3.74	13.36	5.37
chr16	5083703	5137380	ENSG00000033011	27.12	10.95	22.88	16.5	21.73	2.42	15.62
chr12	122957417	122985518	ENSG00000033030	13.35	38.86	8.63	20.55	8.26	19.07	7.92
chr7	150904923	150924316	ENSG00000033050	59.8	42.24	44.15	63.74	30.0	201.48	36.12
chr7	150929575	150935908	ENSG00000033100	7.22	10.82	21.26	19.07	49.39	0.16	9.13
chr1	70034081	70617628	ENSG00000033122	0.37	0.46	0.01	0.06	0.02	0.32	0.15
chr14	65877310	66210839	ENSG00000033170	39.07	12.73	8.76	65.79	9.56	4.55	7.37
chr4	68478370	68566897	ENSG00000033178	20.36	22.42	103.6	53.16	19.45	20.11	126.25
chr11	77926343	78129394	ENSG00000033327	0.9	5.59	0.29	16.71	2.15	2.81	0.39
chr17	40610862	40674629	ENSG00000033627	16.7	17.94	22.46	36.34	21.88	43.32	13.6
chr15	68346517	68483096	ENSG00000033800	41.69	15.58	26.23	11.27	13.02	45.15	35.05
chr3	27414214	27525911	ENSG00000033867	8.56	29.24	18.05	51.07	11.49	1.32	16.2
chr15	29129629	29410518	ENSG00000034053	0.04	0.0	0.1	24.08	14.04	0.32	3.12
chr17	21187984	21218552	ENSG00000034152	23.94	31.17	35.82	18.74	53.3	0.24	12.78
chr8	49623348	49647870	ENSG00000034239	0.0	0.0	0.81	0.0	0.04	0.0	1.3
chr2	85132749	85133795	ENSG00000034510	2273.81	8715.4	7058.4	8894.94	3591.44	317.8	2038.68
chr3	130732719	130746493	ENSG00000034533	5.4	3.63	3.05	1.78	2.1	8.27	2.95
chr8	101269288	101348446	ENSG00000034677	30.28	107.1	11.05	39.85	11.09	8.46	21.85
chr6	143771944	143811147	ENSG00000034693	27.58	10.94	27.89	18.82	8.86	51.77	38.43
chr16	75600249	75611779	ENSG00000034713	186.1	33.21	55.82	29.43	42.62	201.96	53.91
chr1	171604557	171621823	ENSG00000034971	0.0	0.0	0.01	0.0	0.01	0.0	0.0
chr2	217730	266398	ENSG00000035115	7.72	12.0	19.28	14.66	14.4	4.39	25.82
chr2	70523107	70529222	ENSG00000035141	107.26	56.01	21.88	33.63	18.1	122.85	20.11
chr10	75757872	75879918	ENSG00000035403	26.69	62.76	64.09	124.49	182.13	57.46	70.1
chr5	59892739	59996017	ENSG00000035499	38.32	5.36	14.16	4.49	2.87	38.45	11.05
chr15	64199235	64364232	ENSG00000035664	0.86	7.15	0.58	0.53	0.2	0.2	0.78
chr8	59496063	59572403	ENSG00000035681	15.08	66.67	12.81	84.52	19.8	29.87	11.65
chr1	244571796	244615436	ENSG00000035687	24.67	32.13	18.15	107.42	19.41	11.74	30.09
chr4	68424446	68473055	ENSG00000035720	4.31	0.0	0.0	0.0	0.0	1.57	0.0
chr17	76849059	76921469	ENSG00000035862	0.02	60.58	8.24	211.98	268.25	0.0	0.65
chr4	39289076	39367995	ENSG00000035928	28.97	84.68	21.86	55.47	11.9	36.21	9.89
chr3	99979844	100044095	ENSG00000036054	12.52	20.99	13.34	31.41	13.7	44.7	24.04
chr2	225334867	225450110	ENSG00000036257	12.1	44.52	17.99	113.31	20.8	28.27	35.74
chr8	1993155	2113475	ENSG00000036448	0.6	0.0	0.61	0.72	0.26	1.27	0.71
chrX	38211798	38280703	ENSG00000036473	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr14	100150641	100193638	ENSG00000036530	0.02	0.0	0.0	0.13	0.2	0.0	0.0
chr1	78028101	78149104	ENSG00000036549	20.35	36.1	10.18	35.94	9.19	17.34	17.26
chr8	20002366	20040717	ENSG00000036565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	119225925	119252436	ENSG00000036672	0.01	0.04	0.97	0.29	0.51	3.14	0.2
chr3	121902530	122005342	ENSG00000036828	0.34	0.0	0.0	0.0	0.0	0.0	0.0
chr17	40811323	40819024	ENSG00000037042	6.66	10.27	17.7	3.77	15.89	0.2	8.14
chr5	172385732	172396774	ENSG00000037241	122.48	42.32	86.27	81.9	90.83	216.3	62.24
chr5	180028506	180076624	ENSG00000037280	0.0	0.0	0.05	1.55	0.04	0.01	0.01
chr5	6599352	6633404	ENSG00000037474	66.74	173.94	59.59	106.26	39.03	10.71	51.2
chr1	16573334	16678949	ENSG00000037637	10.35	2.14	11.25	2.57	12.08	5.44	8.0
chr5	153418466	153600038	ENSG00000037749	6.83	20.15	16.79	22.59	8.11	11.97	22.73
chr19	13875346	13885096	ENSG00000037757	15.45	14.89	23.43	5.56	24.29	6.77	12.86
chr12	58162254	58166576	ENSG00000037897	29.66	5.2	21.1	4.37	17.64	43.05	13.79
chr12	54402832	54407570	ENSG00000037965	0.0	0.61	1.71	1.05	0.44	0.17	0.73
chr4	178351924	178363657	ENSG00000038002	16.12	13.26	9.25	25.29	16.89	15.39	9.47
chr4	25162263	25280714	ENSG00000038210	41.12	8.32	6.71	8.87	5.42	11.26	14.28
chr4	13570362	13629347	ENSG00000038219	4.86	32.98	9.66	23.46	8.69	5.06	11.46
chr5	162930120	162946342	ENSG00000038274	81.65	53.42	24.4	102.61	26.91	42.44	38.51
chr4	166794410	167025047	ENSG00000038295	0.03	0.31	2.89	2.52	0.0	0.0	0.84
chr16	67906926	67918406	ENSG00000038358	44.49	68.85	26.1	54.61	41.05	2.26	9.28
chr5	14143811	14532235	ENSG00000038382	3.99	71.05	38.02	138.85	131.63	0.28	28.19
chr5	82767284	82878122	ENSG00000038427	1.89	0.03	20.61	4.12	29.0	0.02	1.08
chr16	11038345	11276046	ENSG00000038532	18.75	8.02	12.32	16.65	11.15	1.33	6.09
chr8	15965387	16424999	ENSG00000038945	0.0	0.0	0.0	0.0	0.7	0.16	0.0
chr16	68771128	68869451	ENSG00000039068	6.68	0.0	136.35	0.06	0.0	0.03	126.7
chr5	54603588	54721409	ENSG00000039123	25.66	85.97	17.71	109.96	14.08	89.89	41.77
chr5	13690440	13944652	ENSG00000039139	0.0	0.59	0.49	1.69	1.23	0.0	0.42
chr5	79703832	79775169	ENSG00000039319	3.83	9.3	3.35	9.41	3.4	7.57	7.57
chr16	67552321	67580691	ENSG00000039523	11.09	76.14	10.99	119.29	26.46	0.51	2.96
chr5	41142336	41261540	ENSG00000039537	0.0	0.0	0.0	0.0	0.03	0.0	0.0
chr5	34656342	34832732	ENSG00000039560	2.92	39.3	35.04	539.44	152.94	12.95	18.43
chr5	157052687	157098488	ENSG00000039600	0.03	0.0	0.02	0.0	0.02	0.0	0.03
chr19	50364461	50371166	ENSG00000039650	19.47	31.02	15.04	9.2	11.68	1.1	7.03
chr19	12862516	12869272	ENSG00000039987	0.0	0.06	0.09	0.03	0.02	0.0	0.0
chr16	71671738	71758604	ENSG00000040199	2.01	1.06	4.66	2.69	4.42	0.47	3.95
chr5	169010638	169031782	ENSG00000040275	42.58	203.7	11.67	266.19	18.98	43.49	13.84
chr8	74332604	74659943	ENSG00000040341	27.46	105.67	11.25	120.12	9.0	27.53	15.42
chr1	19638820	19655794	ENSG00000040487	7.62	7.58	11.94	3.73	12.17	1.0	4.51
